series,timestamp,value,label
pressure,2023-11-03T18:57:50.000Z,904.49161,
pressure,2023-11-03T19:17:50.000Z,904.42536,
pressure,2023-11-03T19:37:50.000Z,904.07705,
pressure,2023-11-03T19:57:50.000Z,903.87221,
pressure,2023-11-03T20:17:50.000Z,903.52027,
pressure,2023-11-03T20:37:50.000Z,903.27909,
pressure,2023-11-03T20:57:50.000Z,903.11397,
pressure,2023-11-03T21:17:50.000Z,902.98369,
pressure,2023-11-03T21:37:50.000Z,902.86849,
pressure,2023-11-03T21:57:50.000Z,902.83424,
pressure,2023-11-03T22:17:50.000Z,902.82534,
pressure,2023-11-03T22:37:50.000Z,902.74486,
pressure,2023-11-03T22:57:50.000Z,902.92758,
pressure,2023-11-03T23:17:50.000Z,903.13127,
pressure,2023-11-03T23:37:50.000Z,903.05139,
pressure,2023-11-03T23:57:50.000Z,903.14321,
pressure,2023-11-04T00:17:50.000Z,902.9452,
pressure,2023-11-04T00:37:50.000Z,902.97393,
pressure,2023-11-04T00:57:50.000Z,903.31927,
pressure,2023-11-04T01:17:50.000Z,902.70825,
pressure,2023-11-04T01:37:50.000Z,902.77177,
pressure,2023-11-04T01:57:50.000Z,902.79247,
pressure,2023-11-04T02:17:50.000Z,903.04529,
pressure,2023-11-04T02:37:50.000Z,902.98354,
pressure,2023-11-04T02:57:50.000Z,903.11742,
pressure,2023-11-04T03:17:50.000Z,903.21155,
pressure,2023-11-04T03:37:50.000Z,903.21099,
pressure,2023-11-04T03:57:50.000Z,903.26537,
pressure,2023-11-04T04:17:50.000Z,903.61354,
pressure,2023-11-04T04:37:50.000Z,903.82099,
pressure,2023-11-04T04:57:50.000Z,903.79991,
pressure,2023-11-04T05:17:50.000Z,903.95756,
pressure,2023-11-04T05:37:50.000Z,904.00657,
pressure,2023-11-04T05:57:50.000Z,903.96862,
pressure,2023-11-04T06:17:50.000Z,903.83788,
pressure,2023-11-04T06:37:50.000Z,903.77948,
pressure,2023-11-04T06:57:50.000Z,903.81745,
pressure,2023-11-04T07:17:50.000Z,903.78236,
pressure,2023-11-04T07:37:50.000Z,903.68311,
pressure,2023-11-04T07:57:50.000Z,903.5743,
pressure,2023-11-04T08:17:50.000Z,903.65089,
pressure,2023-11-04T08:37:50.000Z,903.62313,
pressure,2023-11-04T08:57:50.000Z,903.68153,
pressure,2023-11-04T09:17:50.000Z,903.64291,
pressure,2023-11-04T09:37:50.000Z,903.61292,
pressure,2023-11-04T09:57:50.000Z,903.51143,
pressure,2023-11-04T10:17:50.000Z,903.42301,
pressure,2023-11-04T10:37:50.000Z,903.31007,
pressure,2023-11-04T10:57:50.000Z,903.21718,
pressure,2023-11-04T11:17:50.000Z,903.20062,
pressure,2023-11-04T11:37:50.000Z,903.32888,
pressure,2023-11-04T11:57:50.000Z,903.3525,
pressure,2023-11-04T12:17:50.000Z,903.34581,
pressure,2023-11-04T12:37:50.000Z,903.32377,
pressure,2023-11-04T12:57:50.000Z,903.50122,
pressure,2023-11-04T13:17:50.000Z,903.62536,
pressure,2023-11-04T13:37:50.000Z,903.73483,
pressure,2023-11-04T13:57:50.000Z,904.75767,
pressure,2023-11-04T14:17:50.000Z,904.72557,
pressure,2023-11-04T14:37:50.000Z,904.86792,
pressure,2023-11-04T14:57:50.000Z,904.1159,
pressure,2023-11-04T15:17:50.000Z,904.78251,
pressure,2023-11-04T15:37:50.000Z,904.98547,
pressure,2023-11-04T15:57:50.000Z,905.2373,
pressure,2023-11-04T16:17:50.000Z,905.02268,
pressure,2023-11-04T16:37:50.000Z,904.75974,
pressure,2023-11-04T16:57:50.000Z,905.07648,
pressure,2023-11-04T17:17:50.000Z,905.02696,
pressure,2023-11-04T17:37:50.000Z,904.97718,
pressure,2023-11-04T17:57:50.000Z,905.04359,
pressure,2023-11-04T18:17:50.000Z,904.95577,
pressure,2023-11-04T18:37:50.000Z,905.01882,
pressure,2023-11-04T18:57:50.000Z,904.68058,
pressure,2023-11-04T19:17:50.000Z,904.38678,
pressure,2023-11-04T19:37:50.000Z,904.09291,
pressure,2023-11-04T19:57:50.000Z,903.69691,
pressure,2023-11-04T20:17:50.000Z,903.41256,
pressure,2023-11-04T20:37:50.000Z,903.09357,
pressure,2023-11-04T20:57:50.000Z,902.92183,
pressure,2023-11-04T21:17:50.000Z,902.68452,
pressure,2023-11-04T21:37:50.000Z,902.71355,
pressure,2023-11-04T21:57:50.000Z,902.49507,
pressure,2023-11-04T22:17:50.000Z,902.45192,
pressure,2023-11-04T22:37:50.000Z,902.53274,
pressure,2023-11-04T22:57:50.000Z,902.45665,
pressure,2023-11-04T23:17:50.000Z,902.51546,
pressure,2023-11-04T23:37:50.000Z,902.41386,
pressure,2023-11-04T23:57:50.000Z,902.43352,
pressure,2023-11-05T00:17:50.000Z,902.40489,
pressure,2023-11-05T00:37:50.000Z,902.54331,
pressure,2023-11-05T00:57:50.000Z,902.28293,
pressure,2023-11-05T01:17:50.000Z,901.97418,
pressure,2023-11-05T01:37:50.000Z,901.9582,
pressure,2023-11-05T01:57:50.000Z,902.02881,
pressure,2023-11-05T02:17:50.000Z,901.95745,
pressure,2023-11-05T02:37:50.000Z,902.11978,
pressure,2023-11-05T02:57:50.000Z,902.19818,
pressure,2023-11-05T03:17:50.000Z,902.10641,
pressure,2023-11-05T03:37:50.000Z,902.02525,
pressure,2023-11-05T03:57:50.000Z,902.04055,
pressure,2023-11-05T04:17:50.000Z,902.03311,
pressure,2023-11-05T04:37:50.000Z,902.04798,
pressure,2023-11-05T04:57:50.000Z,902.0879,
pressure,2023-11-05T05:17:50.000Z,902.03968,
pressure,2023-11-05T05:37:50.000Z,902.08047,
pressure,2023-11-05T05:57:50.000Z,902.12359,
pressure,2023-11-05T06:17:50.000Z,902.17691,
pressure,2023-11-05T06:37:50.000Z,902.12636,
pressure,2023-11-05T06:57:50.000Z,902.0573,
pressure,2023-11-05T07:17:50.000Z,902.16161,
pressure,2023-11-05T07:37:50.000Z,902.08324,
pressure,2023-11-05T07:57:50.000Z,901.95154,
pressure,2023-11-05T08:17:50.000Z,901.8296,
pressure,2023-11-05T08:37:50.000Z,901.55319,
pressure,2023-11-05T08:57:50.000Z,901.2791,
pressure,2023-11-05T09:17:50.000Z,901.23393,
pressure,2023-11-05T09:37:50.000Z,901.17279,
pressure,2023-11-05T09:57:50.000Z,901.02808,
pressure,2023-11-05T10:17:50.000Z,900.87109,
pressure,2023-11-05T10:37:50.000Z,900.68321,
pressure,2023-11-05T10:57:50.000Z,900.64032,
pressure,2023-11-05T11:17:50.000Z,900.53873,
pressure,2023-11-05T11:37:50.000Z,900.52855,
pressure,2023-11-05T11:57:50.000Z,900.61218,
pressure,2023-11-05T12:17:50.000Z,900.54383,
pressure,2023-11-05T12:37:50.000Z,900.68321,
pressure,2023-11-05T12:57:50.000Z,900.69849,
pressure,2023-11-05T13:17:50.000Z,900.8435,
pressure,2023-11-05T13:37:50.000Z,900.75987,
pressure,2023-11-05T13:57:50.000Z,901.62416,
pressure,2023-11-05T14:17:50.000Z,901.77471,
pressure,2023-11-05T14:37:50.000Z,902.02409,
pressure,2023-11-05T14:57:50.000Z,902.06094,
pressure,2023-11-05T15:17:50.000Z,901.92762,
pressure,2023-11-05T15:37:50.000Z,902.13077,
pressure,2023-11-05T15:57:50.000Z,902.02446,
pressure,2023-11-05T16:17:50.000Z,902.10364,
pressure,2023-11-05T16:37:50.000Z,901.99457,
pressure,2023-11-05T16:57:50.000Z,902.01401,
pressure,2023-11-05T17:17:50.000Z,901.97512,
pressure,2023-11-05T17:37:50.000Z,902.00891,
pressure,2023-11-05T17:57:50.000Z,901.95714,
pressure,2023-11-05T18:17:50.000Z,901.87378,
pressure,2023-11-05T18:37:50.000Z,901.75819,
pressure,2023-11-05T18:57:50.000Z,901.56405,
pressure,2023-11-05T19:17:50.000Z,901.46923,
pressure,2023-11-05T19:37:50.000Z,900.79246,
pressure,2023-11-05T19:57:50.000Z,900.42126,
pressure,2023-11-05T20:17:50.000Z,900.11627,
pressure,2023-11-05T20:37:50.000Z,899.74506,
pressure,2023-11-05T20:57:50.000Z,899.54531,
pressure,2023-11-05T21:17:50.000Z,899.37643,
pressure,2023-11-05T21:37:50.000Z,899.39143,
pressure,2023-11-05T21:57:50.000Z,899.52881,
pressure,2023-11-05T22:17:50.000Z,899.38402,
pressure,2023-11-05T22:37:50.000Z,899.06115,
pressure,2023-11-05T22:57:50.000Z,898.93412,
pressure,2023-11-05T23:17:50.000Z,899.03072,
pressure,2023-11-05T23:37:50.000Z,899.17301,
pressure,2023-11-05T23:57:50.000Z,898.97726,
pressure,2023-11-06T00:17:50.000Z,899.04082,
pressure,2023-11-06T00:37:50.000Z,899.07644,
pressure,2023-11-06T00:57:50.000Z,899.23406,
pressure,2023-11-06T01:17:50.000Z,898.40003,
pressure,2023-11-06T01:37:50.000Z,898.56538,
pressure,2023-11-06T01:57:50.000Z,898.65955,
pressure,2023-11-06T02:17:50.000Z,898.76888,
pressure,2023-11-06T02:37:50.000Z,898.74603,
pressure,2023-11-06T02:57:50.000Z,898.65962,
pressure,2023-11-06T03:17:50.000Z,898.61385,
pressure,2023-11-06T03:37:50.000Z,898.6774,
pressure,2023-11-06T03:57:50.000Z,898.77656,
pressure,2023-11-06T04:17:50.000Z,898.86804,
pressure,2023-11-06T04:37:50.000Z,898.88327,
pressure,2023-11-06T04:57:50.000Z,898.82734,
pressure,2023-11-06T05:17:50.000Z,898.93653,
pressure,2023-11-06T05:37:50.000Z,898.83741,
pressure,2023-11-06T05:57:50.000Z,898.73583,
pressure,2023-11-06T06:17:50.000Z,898.7028,
pressure,2023-11-06T06:37:50.000Z,898.49445,
pressure,2023-11-06T06:57:50.000Z,844.91055,flight
pressure,2023-11-06T07:17:50.000Z,816.79041,flight
pressure,2023-11-06T07:37:50.000Z,876.5169,flight
pressure,2023-11-06T07:57:50.000Z,977.57839,
pressure,2023-11-06T08:17:50.000Z,977.56829,
pressure,2023-11-06T08:37:50.000Z,977.5968,
pressure,2023-11-06T08:57:50.000Z,977.52889,
pressure,2023-11-06T09:17:50.000Z,977.45683,
pressure,2023-11-06T09:37:50.000Z,977.30181,
pressure,2023-11-06T09:57:50.000Z,977.11413,
pressure,2023-11-06T10:17:50.000Z,977.06856,
pressure,2023-11-06T10:37:50.000Z,976.98426,
pressure,2023-11-06T10:57:50.000Z,972.1462,
pressure,2023-11-06T11:17:50.000Z,972.18779,
pressure,2023-11-06T11:37:50.000Z,972.17887,
pressure,2023-11-06T11:57:50.000Z,972.30375,
pressure,2023-11-06T12:17:50.000Z,972.36146,
pressure,2023-11-06T12:37:50.000Z,972.30186,
pressure,2023-11-06T12:57:50.000Z,972.47361,
pressure,2023-11-06T13:17:50.000Z,972.37054,
pressure,2023-11-06T13:37:50.000Z,972.39062,
pressure,2023-11-06T13:57:50.000Z,972.5404,
pressure,2023-11-06T14:17:50.000Z,972.86764,
pressure,2023-11-06T14:37:50.000Z,973.24721,
pressure,2023-11-06T14:57:50.000Z,973.82555,
pressure,2023-11-06T15:17:50.000Z,973.88522,
pressure,2023-11-06T15:37:50.000Z,974.2342,
pressure,2023-11-06T15:57:50.000Z,973.50733,
pressure,2023-11-06T16:17:50.000Z,973.61386,
pressure,2023-11-06T16:37:50.000Z,973.28336,
pressure,2023-11-06T16:57:50.000Z,972.18623,
pressure,2023-11-06T17:17:50.000Z,971.30017,
pressure,2023-11-06T17:37:50.000Z,972.0911,
pressure,2023-11-06T17:57:50.000Z,971.88319,
pressure,2023-11-06T18:17:50.000Z,971.78826,
pressure,2023-11-06T18:37:50.000Z,971.39314,
pressure,2023-11-06T18:57:50.000Z,971.05349,
pressure,2023-11-06T19:17:50.000Z,970.93884,
pressure,2023-11-06T19:37:50.000Z,970.94966,
pressure,2023-11-06T19:57:50.000Z,970.82362,
pressure,2023-11-06T20:17:50.000Z,970.7304,
pressure,2023-11-06T20:37:50.000Z,970.27244,
pressure,2023-11-06T20:57:50.000Z,969.87406,
pressure,2023-11-06T21:17:50.000Z,969.69778,
pressure,2023-11-06T21:37:50.000Z,969.25781,
pressure,2023-11-06T21:57:50.000Z,968.79982,
pressure,2023-11-06T22:17:50.000Z,968.84093,
pressure,2023-11-06T22:37:50.000Z,968.84449,
pressure,2023-11-06T22:57:50.000Z,968.78844,
pressure,2023-11-06T23:17:50.000Z,968.74435,
pressure,2023-11-06T23:37:50.000Z,968.77614,
pressure,2023-11-06T23:57:50.000Z,968.76054,
pressure,2023-11-07T00:17:50.000Z,968.84181,
pressure,2023-11-07T00:37:50.000Z,968.64742,
pressure,2023-11-07T00:57:50.000Z,968.72815,
pressure,2023-11-07T01:17:50.000Z,968.93058,
pressure,2023-11-07T01:37:50.000Z,969.18148,
pressure,2023-11-07T01:57:50.000Z,969.31421,
pressure,2023-11-07T02:17:50.000Z,969.3165,
pressure,2023-11-07T02:37:50.000Z,969.45927,
pressure,2023-11-07T02:57:50.000Z,969.37053,
pressure,2023-11-07T03:17:50.000Z,969.32035,
pressure,2023-11-07T03:37:50.000Z,969.34736,
pressure,2023-11-07T03:57:50.000Z,969.64981,
pressure,2023-11-07T04:17:50.000Z,969.71375,
pressure,2023-11-07T04:37:50.000Z,969.76398,
pressure,2023-11-07T04:57:50.000Z,969.79483,
pressure,2023-11-07T05:17:50.000Z,970.05779,
pressure,2023-11-07T05:37:50.000Z,970.02154,
pressure,2023-11-07T05:57:50.000Z,970.08322,
pressure,2023-11-07T06:17:50.000Z,969.96367,
pressure,2023-11-07T06:37:50.000Z,969.74618,
pressure,2023-11-07T06:57:50.000Z,969.72997,
pressure,2023-11-07T07:17:50.000Z,969.65206,
pressure,2023-11-07T07:37:50.000Z,969.51088,
pressure,2023-11-07T07:57:50.000Z,969.25011,
pressure,2023-11-07T08:17:50.000Z,876.27248,flight
pressure,2023-11-07T08:37:50.000Z,895.03706,
pressure,2023-11-07T08:57:50.000Z,894.08222,
pressure,2023-11-07T09:17:50.000Z,894.18964,
pressure,2023-11-07T09:37:50.000Z,894.32741,
pressure,2023-11-07T09:57:50.000Z,894.35046,
pressure,2023-11-07T10:17:50.000Z,894.49049,
pressure,2023-11-07T10:37:50.000Z,894.48362,
pressure,2023-11-07T10:57:50.000Z,894.39932,
pressure,2023-11-07T11:17:50.000Z,894.33577,
pressure,2023-11-07T11:37:50.000Z,894.49423,
pressure,2023-11-07T11:57:50.000Z,894.62222,
pressure,2023-11-07T12:17:50.000Z,894.73412,
pressure,2023-11-07T12:37:50.000Z,894.71848,
pressure,2023-11-07T12:57:50.000Z,894.79723,
pressure,2023-11-07T13:17:50.000Z,894.81243,
pressure,2023-11-07T13:37:50.000Z,894.98514,
pressure,2023-11-07T13:57:50.000Z,895.90243,
pressure,2023-11-07T14:17:50.000Z,896.05546,
pressure,2023-11-07T14:37:50.000Z,896.32753,
pressure,2023-11-07T14:57:50.000Z,896.41227,
pressure,2023-11-07T15:17:50.000Z,896.84143,
pressure,2023-11-07T15:37:50.000Z,897.94252,
pressure,2023-11-07T15:57:50.000Z,898.26784,
pressure,2023-11-07T16:17:50.000Z,898.18674,
pressure,2023-11-07T16:37:50.000Z,898.42294,
pressure,2023-11-07T16:57:50.000Z,898.57286,
pressure,2023-11-07T17:17:50.000Z,898.5603,
pressure,2023-11-07T17:37:50.000Z,898.57286,
pressure,2023-11-07T17:57:50.000Z,898.48658,
pressure,2023-11-07T18:17:50.000Z,898.34414,
pressure,2023-11-07T18:37:50.000Z,898.05833,
pressure,2023-11-07T18:57:50.000Z,897.92687,
pressure,2023-11-07T19:17:50.000Z,897.51934,
pressure,2023-11-07T19:37:50.000Z,897.27684,
pressure,2023-11-07T19:57:50.000Z,897.00017,
pressure,2023-11-07T20:17:50.000Z,896.69932,
pressure,2023-11-07T20:37:50.000Z,896.40142,
pressure,2023-11-07T20:57:50.000Z,896.25437,
pressure,2023-11-07T21:17:50.000Z,896.36864,
pressure,2023-11-07T21:37:50.000Z,896.31213,
pressure,2023-11-07T21:57:50.000Z,896.3355,
pressure,2023-11-07T22:17:50.000Z,896.23842,
pressure,2023-11-07T22:37:50.000Z,896.28986,
pressure,2023-11-07T22:57:50.000Z,896.45249,
pressure,2023-11-07T23:17:50.000Z,896.47748,
pressure,2023-11-07T23:37:50.000Z,896.34363,
pressure,2023-11-07T23:57:50.000Z,896.31557,
pressure,2023-11-08T00:17:50.000Z,896.69519,
pressure,2023-11-08T00:37:50.000Z,896.67011,
pressure,2023-11-08T00:57:50.000Z,896.59105,
pressure,2023-11-08T01:17:50.000Z,895.59343,
pressure,2023-11-08T01:37:50.000Z,895.84363,
pressure,2023-11-08T01:57:50.000Z,896.07785,
pressure,2023-11-08T02:17:50.000Z,896.18734,
pressure,2023-11-08T02:37:50.000Z,896.41137,
pressure,2023-11-08T02:57:50.000Z,896.42684,
pressure,2023-11-08T03:17:50.000Z,896.36571,
pressure,2023-11-08T03:37:50.000Z,896.44206,
pressure,2023-11-08T03:57:50.000Z,896.68146,
pressure,2023-11-08T04:17:50.000Z,896.70927,
pressure,2023-11-08T04:37:50.000Z,896.75779,
pressure,2023-11-08T04:57:50.000Z,897.06335,
pressure,2023-11-08T05:17:50.000Z,897.46499,
pressure,2023-11-08T05:37:50.000Z,897.40404,
pressure,2023-11-08T05:57:50.000Z,897.72698,
pressure,2023-11-08T06:17:50.000Z,897.89977,
pressure,2023-11-08T06:37:50.000Z,898.02683,
pressure,2023-11-08T06:57:50.000Z,897.93284,
pressure,2023-11-08T07:17:50.000Z,898.40541,
pressure,2023-11-08T07:37:50.000Z,898.69263,
pressure,2023-11-08T07:57:50.000Z,898.83984,
pressure,2023-11-08T08:17:50.000Z,899.09372,
pressure,2023-11-08T08:37:50.000Z,899.22585,
pressure,2023-11-08T08:57:50.000Z,899.34272,
pressure,2023-11-08T09:17:50.000Z,899.36307,
pressure,2023-11-08T09:37:50.000Z,899.40348,
pressure,2023-11-08T09:57:50.000Z,899.46191,
pressure,2023-11-08T10:17:50.000Z,899.35028,
pressure,2023-11-08T10:37:50.000Z,899.4212,
pressure,2023-11-08T10:57:50.000Z,899.50015,
pressure,2023-11-08T11:17:50.000Z,899.42383,
pressure,2023-11-08T11:37:50.000Z,899.5003,
pressure,2023-11-08T11:57:50.000Z,899.85831,
pressure,2023-11-08T12:17:50.000Z,900.05357,
pressure,2023-11-08T12:37:50.000Z,900.16557,
pressure,2023-11-08T12:57:50.000Z,900.21336,
pressure,2023-11-08T13:17:50.000Z,900.47228,
pressure,2023-11-08T13:37:50.000Z,900.64515,
pressure,2023-11-08T13:57:50.000Z,902.26036,
pressure,2023-11-08T14:17:50.000Z,902.40724,
pressure,2023-11-08T14:37:50.000Z,902.55523,
pressure,2023-11-08T14:57:50.000Z,902.83761,
pressure,2023-11-08T15:17:50.000Z,903.14576,
pressure,2023-11-08T15:37:50.000Z,903.44179,
pressure,2023-11-08T15:57:50.000Z,903.90845,
pressure,2023-11-08T16:17:50.000Z,904.11278,
pressure,2023-11-08T16:37:50.000Z,904.14559,
pressure,2023-11-08T16:57:50.000Z,904.3735,
pressure,2023-11-08T17:17:50.000Z,904.20624,
pressure,2023-11-08T17:37:50.000Z,904.58315,
pressure,2023-11-08T17:57:50.000Z,904.59759,
pressure,2023-11-08T18:17:50.000Z,904.37638,
pressure,2023-11-08T18:37:50.000Z,904.20687,
pressure,2023-11-08T18:57:50.000Z,903.91425,
pressure,2023-11-08T19:17:50.000Z,903.61526,
pressure,2023-11-08T19:37:50.000Z,902.97903,
pressure,2023-11-08T19:57:50.000Z,902.95586,
pressure,2023-11-08T20:17:50.000Z,902.63586,
pressure,2023-11-08T20:37:50.000Z,902.44372,
pressure,2023-11-08T20:57:50.000Z,902.43038,
pressure,2023-11-08T21:17:50.000Z,902.42879,
pressure,2023-11-08T21:37:50.000Z,902.03192,
pressure,2023-11-08T21:57:50.000Z,902.26094,
pressure,2023-11-08T22:17:50.000Z,902.23308,
pressure,2023-11-08T22:37:50.000Z,902.0683,
pressure,2023-11-08T22:57:50.000Z,902.05572,
pressure,2023-11-08T23:17:50.000Z,901.86001,
pressure,2023-11-08T23:37:50.000Z,902.07543,
pressure,2023-11-08T23:57:50.000Z,902.16918,
pressure,2023-11-09T00:17:50.000Z,901.83194,
pressure,2023-11-09T00:37:50.000Z,901.90996,
pressure,2023-11-09T00:57:50.000Z,901.22496,
pressure,2023-11-09T01:17:50.000Z,901.47578,
pressure,2023-11-09T01:37:50.000Z,901.541,
pressure,2023-11-09T01:57:50.000Z,901.65512,
pressure,2023-11-09T02:17:50.000Z,901.67748,
pressure,2023-11-09T02:37:50.000Z,901.74059,
pressure,2023-11-09T02:57:50.000Z,901.72296,
pressure,2023-11-09T03:17:50.000Z,901.86253,
pressure,2023-11-09T03:37:50.000Z,901.857,
pressure,2023-11-09T03:57:50.000Z,901.90799,
pressure,2023-11-09T04:17:50.000Z,901.8672,
pressure,2023-11-09T04:37:50.000Z,901.99611,
pressure,2023-11-09T04:57:50.000Z,902.03922,
pressure,2023-11-09T05:17:50.000Z,902.0471,
pressure,2023-11-09T05:37:50.000Z,902.0675,
pressure,2023-11-09T05:57:50.000Z,902.15095,
pressure,2023-11-09T06:17:50.000Z,902.14585,
pressure,2023-11-09T06:37:50.000Z,902.28076,
pressure,2023-11-09T06:57:50.000Z,902.27056,
pressure,2023-11-09T07:17:50.000Z,902.354,
pressure,2023-11-09T07:37:50.000Z,902.3693,
pressure,2023-11-09T07:57:50.000Z,902.22266,
pressure,2023-11-09T08:17:50.000Z,902.20964,
pressure,2023-11-09T08:37:50.000Z,902.43639,
pressure,2023-11-09T08:57:50.000Z,902.53789,
pressure,2023-11-09T09:17:50.000Z,902.53507,
pressure,2023-11-09T09:37:50.000Z,902.39165,
pressure,2023-11-09T09:57:50.000Z,902.38711,
pressure,2023-11-09T10:17:50.000Z,902.1473,
pressure,2023-11-09T10:37:50.000Z,902.24506,
pressure,2023-11-09T10:57:50.000Z,902.23338,
pressure,2023-11-09T11:17:50.000Z,902.29969,
pressure,2023-11-09T11:37:50.000Z,902.543,
pressure,2023-11-09T11:57:50.000Z,902.54863,
pressure,2023-11-09T12:17:50.000Z,902.65869,
pressure,2023-11-09T12:37:50.000Z,902.82535,
pressure,2023-11-09T12:57:50.000Z,902.83219,
pressure,2023-11-09T13:17:50.000Z,902.86054,
pressure,2023-11-09T13:37:50.000Z,900.38126,
pressure,2023-11-09T13:57:50.000Z,903.04992,
pressure,2023-11-09T14:17:50.000Z,903.23367,
pressure,2023-11-09T14:37:50.000Z,903.11231,
pressure,2023-11-09T14:57:50.000Z,902.93023,
pressure,2023-11-09T15:17:50.000Z,902.74529,
pressure,2023-11-09T15:37:50.000Z,902.70361,
pressure,2023-11-09T15:57:50.000Z,902.80096,
pressure,2023-11-09T16:17:50.000Z,902.62687,
pressure,2023-11-09T16:37:50.000Z,902.79474,
pressure,2023-11-09T16:57:50.000Z,903.29265,
pressure,2023-11-09T17:17:50.000Z,903.42133,
pressure,2023-11-09T17:37:50.000Z,903.41004,
pressure,2023-11-09T17:57:50.000Z,903.71573,
pressure,2023-11-09T18:17:50.000Z,903.86429,
pressure,2023-11-09T18:37:50.000Z,906.16778,
pressure,2023-11-09T18:57:50.000Z,905.88769,
pressure,2023-11-09T19:17:50.000Z,905.5717,
pressure,2023-11-09T19:37:50.000Z,905.18689,
pressure,2023-11-09T19:57:50.000Z,904.97941,
pressure,2023-11-09T20:17:50.000Z,904.664,
pressure,2023-11-09T20:37:50.000Z,904.67152,
pressure,2023-11-09T20:57:50.000Z,904.4399,
pressure,2023-11-09T21:17:50.000Z,904.18133,
pressure,2023-11-09T21:37:50.000Z,904.01405,
pressure,2023-11-09T21:57:50.000Z,904.36636,
pressure,2023-11-09T22:17:50.000Z,904.1041,
pressure,2023-11-09T22:37:50.000Z,902.95626,
pressure,2023-11-09T22:57:50.000Z,902.24291,
pressure,2023-11-09T23:17:50.000Z,903.05498,
pressure,2023-11-09T23:37:50.000Z,903.84844,
pressure,2023-11-09T23:57:50.000Z,904.05877,
pressure,2023-11-10T00:17:50.000Z,904.06164,
pressure,2023-11-10T00:37:50.000Z,904.15675,
pressure,2023-11-10T00:57:50.000Z,902.7907,
pressure,2023-11-10T01:17:50.000Z,902.73279,
pressure,2023-11-10T01:37:50.000Z,902.505,
pressure,2023-11-10T01:57:50.000Z,902.64849,
pressure,2023-11-10T02:17:50.000Z,902.68873,
pressure,2023-11-10T02:37:50.000Z,902.6927,
pressure,2023-11-10T02:57:50.000Z,902.56055,
pressure,2023-11-10T03:17:50.000Z,902.44551,
pressure,2023-11-10T03:37:50.000Z,902.54581,
pressure,2023-11-10T03:57:50.000Z,902.60932,
pressure,2023-11-10T04:17:50.000Z,902.784,
pressure,2023-11-10T04:37:50.000Z,902.6978,
pressure,2023-11-10T04:57:50.000Z,902.77152,
pressure,2023-11-10T05:17:50.000Z,902.80611,
pressure,2023-11-10T05:37:50.000Z,902.87698,
pressure,2023-11-10T05:57:50.000Z,902.98583,
pressure,2023-11-10T06:17:50.000Z,903.03402,
pressure,2023-11-10T06:37:50.000Z,902.966,
pressure,2023-11-10T06:57:50.000Z,902.79364,
pressure,2023-11-10T07:17:50.000Z,902.65698,
pressure,2023-11-10T07:37:50.000Z,902.48405,
pressure,2023-11-10T07:57:50.000Z,902.5203,
pressure,2023-11-10T08:17:50.000Z,902.44941,
pressure,2023-11-10T08:37:50.000Z,902.3433,
pressure,2023-11-10T08:57:50.000Z,902.14537,
pressure,2023-11-10T09:17:50.000Z,902.13517,
pressure,2023-11-10T09:37:50.000Z,902.18107,
pressure,2023-11-10T09:57:50.000Z,901.97803,
pressure,2023-11-10T10:17:50.000Z,901.89968,
pressure,2023-11-10T10:37:50.000Z,901.679,
pressure,2023-11-10T10:57:50.000Z,901.66922,
pressure,2023-11-10T11:17:50.000Z,901.68452,
pressure,2023-11-10T11:37:50.000Z,901.53241,
pressure,2023-11-10T11:57:50.000Z,901.51712,
pressure,2023-11-10T12:17:50.000Z,901.55044,
pressure,2023-11-10T12:37:50.000Z,901.65709,
pressure,2023-11-10T12:57:50.000Z,901.7359,
pressure,2023-11-10T13:17:50.000Z,901.97937,
pressure,2023-11-10T13:37:50.000Z,903.93993,
pressure,2023-11-10T13:57:50.000Z,907.273,
pressure,2023-11-10T14:17:50.000Z,907.70394,
pressure,2023-11-10T14:37:50.000Z,906.75542,
pressure,2023-11-10T14:57:50.000Z,906.33331,
pressure,2023-11-10T15:17:50.000Z,906.59772,
pressure,2023-11-10T15:37:50.000Z,906.83218,
pressure,2023-11-10T15:57:50.000Z,907.05937,
pressure,2023-11-10T16:17:50.000Z,908.86275,
pressure,2023-11-10T16:37:50.000Z,908.94729,
pressure,2023-11-10T16:57:50.000Z,909.15512,
pressure,2023-11-10T17:17:50.000Z,909.31423,
pressure,2023-11-10T17:37:50.000Z,908.30878,
pressure,2023-11-10T17:57:50.000Z,908.09602,
pressure,2023-11-10T18:17:50.000Z,907.94339,
pressure,2023-11-10T18:37:50.000Z,907.60956,
pressure,2023-11-10T18:57:50.000Z,907.41258,
pressure,2023-11-10T19:17:50.000Z,907.35719,
pressure,2023-11-10T19:37:50.000Z,907.24004,
pressure,2023-11-10T19:57:50.000Z,907.04913,
pressure,2023-11-10T20:17:50.000Z,906.86053,
pressure,2023-11-10T20:37:50.000Z,906.60936,
pressure,2023-11-10T20:57:50.000Z,906.42819,
pressure,2023-11-10T21:17:50.000Z,906.32507,
pressure,2023-11-10T21:37:50.000Z,906.4101,
pressure,2023-11-10T21:57:50.000Z,906.31511,
pressure,2023-11-10T22:17:50.000Z,906.24999,
pressure,2023-11-10T22:37:50.000Z,906.21849,
pressure,2023-11-10T22:57:50.000Z,906.07443,
pressure,2023-11-10T23:17:50.000Z,906.04192,
